No.,Company,Location_HQ,Region,USState,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in__mil,Year,latitude,longitude,month
560,Bryter,Berlin,other,Berlin,Germany,Europe,100,13-Jul-22,30,333,233,Product,Series B,89,2022,52.5170365,13.3888599,Jul
561,ChowNow,Los Angeles,other,California,USA,North America,100,13-Jul-22,20,500,400,Food,Series C,64,2022,34.0536909,-118.242766,Jul
562,Fabric,New York City,other,New York,USA,North America,120,13-Jul-22,40,300,180,Logistics,Series C,336,2022,40.7127281,-74.0060152,Jul
563,Involves,Florianopolis,other,State of Santa Catarina,Brazil,South America,70,13-Jul-22,18,389,319,Retail,Unknown,23,2022,-27.5973002,-48.5496098,Jul
564,Tonal,San Francisco,San Francisco Bay Area,California,USA,North America,262,13-Jul-22,35,749,487,Fitness,Series E,450,2022,37.7792588,-122.4193286,Jul
565,Wave,Dakar,other,non,Senegal,Africa,300,13-Jul-22,15,2000,1700,Finance,Series A,292,2022,14.693425,-17.447938,Jul
566,Kiavi,San Francisco,San Francisco Bay Area,California,USA,North America,39,14-Jul-22,7,557,518,Real Estate,Series E,240,2022,37.7792588,-122.4193286,Jul
567,The Mom Project,Chicago,other,Illinois,USA,North America,54,14-Jul-22,15,360,306,HR,Series C,115,2022,41.8755616,-87.6244212,Jul
568,Unstoppable Do.,San Francisco,San Francisco Bay Area,California,USA,North America,42,14-Jul-22,25,168,126,Crypto,Series B,7,2022,37.7792588,-122.4193286,Jul
569,Zego,London,other,England,UK,Europe,85,14-Jul-22,17,500,415,Finance,Series C,202,2022,51.4893335,-0.144055085,Jul
570,Bright Money,Bengaluru,other,Karnataka,India,Asia,100,15-Jul-22,50,200,100,Finance,Series A,31,2022,12.98815675,77.62260004,Jul
571,Heroes,London,other,England,UK,Europe,24,15-Jul-22,20,120,96,Retail,Unknown,265,2022,51.4893335,-0.144055085,Jul
572,Project44,Chicago,other,Illinois,USA,North America,63,15-Jul-22,5,1260,1197,Logistics,Unknown,817,2022,41.8755616,-87.6244212,Jul
573,Gemini,New York City,other,New York,USA,North America,68,18-Jul-22,7,971,903,Crypto,Unknown,423,2022,40.7127281,-74.0060152,Jul
574,Lusha,New York City,other,New York,USA,North America,30,18-Jul-22,10,300,270,Marketing,Series B,245,2022,40.7127281,-74.0060152,Jul
575,Olive AI,Columbus,other,Ohio,USA,North America,450,19-Jul-22,31,1452,1002,Healthcare,Series H,856,2022,39.9622601,-83.0007065,Jul
576,Flyhomes,Seattle,Cascadia,Washington,USA,North America,200,20-Jul-22,20,1000,800,Real Estate,Series C,310,2022,47.6038321,-122.330062,Jul
577,Forma.ai,Toronto,other,Ontario,Canada,North America,15,20-Jul-22,9,167,152,Sales,Series B,58,2022,43.6534817,-79.3839347,Jul
578,Introhive,Ferdericton,other,New Brunswick,Canada,North America,57,20-Jul-22,16,356,299,Sales,Series C,125,2022,45.964993,-66.646332,Jul
579,Lyft,San Francisco,San Francisco Bay Area,California,USA,North America,60,20-Jul-22,2,3000,2940,Transportation,Post-IPO,4900,2022,37.7792588,-122.4193286,Jul
580,Zencity,Tel Aviv,other,non,Israel,Asia,30,20-Jul-22,20,150,120,Other,Unknown,51,2022,32.0852997,34.7818064,Jul
581,Blockchain.com,London,other,England,UK,Europe,150,21-Jul-22,25,600,450,Crypto,Series D,490,2022,51.4893335,-0.144055085,Jul
582,Lunchbox,New York City,other,New York,USA,North America,60,21-Jul-22,33,182,122,Food,Series B,72,2022,40.7127281,-74.0060152,Jul
583,Rad Power Bikes,Seattle,Cascadia,Washington,USA,North America,63,21-Jul-22,10,630,567,Transportation,Series D,329,2022,47.6038321,-122.330062,Jul
584,RealSelf,Seattle,Cascadia,Washington,USA,North America,11,21-Jul-22,5,220,209,Healthcare,Series B,42,2022,47.6038321,-122.330062,Jul
585,WHOOP,Boston,other,Massachusetts,USA,North America,95,21-Jul-22,15,633,538,Fitness,Series F,404,2022,42.3554334,-71.060511,Jul
586,Clarify Health,San Francisco,San Francisco Bay Area,California,USA,North America,15,22-Jul-22,5,300,285,Healthcare,Series D,328,2022,37.7792588,-122.4193286,Jul
587,Eucalyptus,Sydney,other,New South Wales,Australia,Oceana,50,22-Jul-22,20,250,200,Healthcare,Series C,69,2022,-33.8698439,151.2082848,Jul
588,Quanto,Sao Paulo,other,State of São Paulo,Brazil,South America,28,22-Jul-22,22,127,99,Finance,Series A,15,2022,-23.5506507,-46.6333824,Jul
589,Soluto,Tel Aviv,other,non,Israel,Asia,120,24-Jul-22,100,120,0,Support,Acquired,18,2022,32.0852997,34.7818064,Jul
590,Pear Therapeutics,Boston,other,Massachusetts,USA,North America,25,25-Jul-22,9,278,253,Healthcare,Post-IPO,409,2022,42.3554334,-71.060511,Jul
591,Dover,San Jose,San Francisco Bay Area,California,USA,North America,23,26-Jul-22,30,77,54,HR,Series A,22,2022,37.3361663,-121.890591,Jul
592,Fiverr,Tel Aviv,other,non,Israel,Asia,60,26-Jul-22,8,750,690,Other,Post-IPO,111,2022,32.0852997,34.7818064,Jul
593,Immutable,Sydney,other,New South Wales,Australia,Oceana,20,26-Jul-22,6,333,313,Crypto,Series C,279,2022,-33.8698439,151.2082848,Jul
594,InDebted,Sydney,other,New South Wales,Australia,Oceana,40,26-Jul-22,17,235,195,Finance,Series B,41,2022,-33.8698439,151.2082848,Jul
595,Outbrain,New York City,other,New York,USA,North America,38,26-Jul-22,3,1267,1229,Marketing,Post-IPO,394,2022,40.7127281,-74.0060152,Jul
596,Shopify,Ottawa,other,Ontario,Canada,North America,1000,26-Jul-22,10,10000,9000,Retail,Post-IPO,122,2022,45.4208777,-75.6901106,Jul
597,Coinsquare,Toronto,other,Ontario,Canada,North America,30,27-Jul-22,24,125,95,Crypto,Unknown,98,2022,43.6534817,-79.3839347,Jul
598,Rivian,Detroit,other,Michigan,USA,North America,840,27-Jul-22,6,14000,13160,Transportation,Post-IPO,10700,2022,42.3315509,-83.0466403,Jul
599,Skai,Tel Aviv,other,non,Israel,Asia,30,27-Jul-22,4,750,720,Marketing,Series E,60,2022,32.0852997,34.7818064,Jul
600,Vox Media,Washington DC,other,District of Columbia,USA,North America,39,27-Jul-22,2,1950,1911,Media,Series F,307,2022,38.8950368,-77.0365427,Jul
601,Career Karma,San Francisco,San Francisco Bay Area,California,USA,North America,60,28-Jul-22,33,182,122,Education,Series B,51,2022,37.7792588,-122.4193286,Jul
602,Metromile,San Francisco,San Francisco Bay Area,California,USA,North America,60,28-Jul-22,20,300,240,Finance,Acquired,510,2022,37.7792588,-122.4193286,Jul
603,Clearco,Toronto,other,Ontario,Canada,North America,125,29-Jul-22,25,500,375,Finance,Series C,681,2022,43.6534817,-79.3839347,Jul
604,Quantcast,San Francisco,San Francisco Bay Area,California,USA,North America,40,29-Jul-22,6,667,627,Marketing,Series C,65,2022,37.7792588,-122.4193286,Jul
605,Metigy,Sydney,other,New South Wales,Australia,Oceana,75,31-Jul-22,100,75,0,Marketing,Series B,18,2022,-33.8698439,151.2082848,Jul
606,Vee,Tel Aviv,other,non,Israel,Asia,16,31-Jul-22,32,50,34,HR,Seed,15,2022,32.0852997,34.7818064,Jul
607,Hash,Sao Paulo,other,State of São Paulo,Brazil,South America,58,01-Aug-22,50,116,58,Finance,Series C,58,2022,-23.5506507,-46.6333824,Aug
608,Glossier,New York City,other,New York,USA,North America,19,02-Aug-22,8,238,219,Retail,Series E,266,2022,40.7127281,-74.0060152,Aug
609,Latch,New York City,other,New York,USA,North America,115,02-Aug-22,37,311,196,Security,Post-IPO,342,2022,40.7127281,-74.0060152,Aug
610,Nylas,San Francisco,San Francisco Bay Area,California,USA,North America,80,02-Aug-22,25,320,240,Product,Series C,175,2022,37.7792588,-122.4193286,Aug
611,Outreach,Seattle,Cascadia,Washington,USA,North America,60,02-Aug-22,5,1200,1140,Sales,Series G,489,2022,47.6038321,-122.330062,Aug
612,Robinhood,Menlo Park,San Francisco Bay Area,California,USA,North America,713,02-Aug-22,23,3100,2387,Finance,Post-IPO,5600,2022,37.4519671,-122.177992,Aug
613,Sendy,Nairobi,other,non,Kenya,Africa,54,02-Aug-22,20,270,216,Logistics,Series B,26,2022,-1.2832533,36.8172449,Aug
614,Sendy,Nairobi,other,non,Kenya,Africa,30,02-Aug-22,10,300,270,Logistics,Series B,26,2022,-1.2832533,36.8172449,Aug
615,Stedi,Boulder,other,Colorado,USA,North America,23,02-Aug-22,30,77,54,Product,Series B,75,2022,40.0149856,-105.270545,Aug
616,Beyond Meat,Los Angeles,other,California,USA,North America,40,03-Aug-22,4,1000,960,Food,Post-IPO,122,2022,34.0536909,-118.242766,Aug
617,Unbounce,Vancouver,Cascadia,British Columbia,Canada,North America,47,03-Aug-22,20,235,188,Marketing,Series A,39,2022,49.2608724,-123.113952,Aug
618,10X Genomics,Pleasanton,San Francisco Bay Area,California,USA,North America,100,04-Aug-22,8,1250,1150,Healthcare,Post-IPO,242,2022,37.6624312,-121.8746789,Aug
619,Doma,Huntington Beach,other,California,USA,North America,250,04-Aug-22,13,1923,1673,Finance,Post-IPO,679,2022,33.6783336,-118.000016,Aug
620,Jam City,Los Angeles,other,California,USA,North America,200,04-Aug-22,17,1176,976,Consumer,Unknown,652,2022,34.0536909,-118.242766,Aug
621,LEAD,Mumbai,other,Maharashtra,India,Asia,80,04-Aug-22,4,2000,1920,Education,Series E,166,2022,19.0785451,72.878176,Aug
622,On Deck,San Francisco,San Francisco Bay Area,California,USA,North America,73,04-Aug-22,33,221,148,Education,Series A,20,2022,37.7792588,-122.4193286,Aug
623,RenoRun,Montreal,other,Quebec,Canada,North America,70,04-Aug-22,12,583,513,Construction,Series B,163,2022,45.5031824,-73.5698065,Aug
624,iRobot,Boston,other,Massachusetts,USA,North America,140,05-Aug-22,10,1400,1260,Consumer,Acquired,30,2022,42.3554334,-71.060511,Aug
625,Mejuri,Toronto,other,Ontario,Canada,North America,50,05-Aug-22,10,500,450,Retail,Series B,28,2022,43.6534817,-79.3839347,Aug
626,Uberflip,Toronto,other,Ontario,Canada,North America,31,05-Aug-22,17,182,151,Marketing,Series A,42,2022,43.6534817,-79.3839347,Aug
627,Groupon,Chicago,other,Illinois,USA,North America,500,08-Aug-22,15,3333,2833,Retail,Post-IPO,,2022,41.8755616,-87.6244212,Aug
628,Loggi,Sao Paulo,other,State of São Paulo,Brazil,South America,500,08-Aug-22,15,3333,2833,Logistics,Series F,507,2022,-23.5506507,-46.6333824,Aug
629,Perion,Tel Aviv,other,non,Israel,Asia,20,08-Aug-22,5,400,380,Marketing,Post-IPO,76,2022,32.0852997,34.7818064,Aug
630,GoHealth,Chicago,other,Illinois,USA,North America,800,09-Aug-22,20,4000,3200,Healthcare,Post-IPO,75,2022,41.8755616,-87.6244212,Aug
631,Hootsuite,Vancouver,Cascadia,British Columbia,Canada,North America,400,09-Aug-22,30,1333,933,Marketing,Series C,300,2022,49.2608724,-123.113952,Aug
632,Linktree,Melbourne,other,Victoria,Australia,Oceana,50,09-Aug-22,17,294,244,Consumer,Unknown,165,2022,-37.8142454,144.9631732,Aug
633,MadeiraMadeira,Curitiba,other,State of Paraná,Brazil,South America,60,09-Aug-22,3,2000,1940,Retail,Series E,338,2022,-25.4295963,-49.2712724,Aug
634,Nutanix,San Jose,San Francisco Bay Area,California,USA,North America,270,09-Aug-22,4,6750,6480,Infrastructure,Post-IPO,1100,2022,37.3361663,-121.890591,Aug
635,Quanterix,Boston,other,Massachusetts,USA,North America,130,09-Aug-22,25,520,390,Healthcare,Post-IPO,533,2022,42.3554334,-71.060511,Aug
636,Shogun,Walnut,San Francisco Bay Area,California,USA,North America,48,09-Aug-22,30,160,112,Retail,Series C,114,2022,"	37.910076",-122.065186,Aug
637,Permutive,London,other,England,UK,Europe,30,10-Aug-22,12,250,220,Marketing,Series C,105,2022,51.4893335,-0.144055085,Aug
638,Trybe,Sao Paulo,other,State of São Paulo,Brazil,South America,47,10-Aug-22,10,470,423,Education,Series B,40,2022,-23.5506507,-46.6333824,Aug
639,Calm,San Francisco,San Francisco Bay Area,California,USA,North America,90,11-Aug-22,20,450,360,Healthcare,Series C,218,2022,37.7792588,-122.4193286,Aug
640,FourKites,Chicago,other,Illinois,USA,North America,60,11-Aug-22,8,750,690,Logistics,Series D,201,2022,41.8755616,-87.6244212,Aug
641,Marketforce,Nairobi,other,non,Kenya,Africa,54,11-Aug-22,9,600,546,Retail,Series A,42,2022,-1.2832533,36.8172449,Aug
642,Truepill,Hayward,San Francisco Bay Area,California,USA,North America,175,11-Aug-22,33,530,355,Healthcare,Series D,255,2022,37.6688205,-122.080796,Aug
643,Peloton,New York City,other,New York,USA,North America,784,12-Aug-22,13,6031,5247,Fitness,Post-IPO,1900,2022,40.7127281,-74.0060152,Aug
644,Blend,San Francisco,San Francisco Bay Area,California,USA,North America,220,15-Aug-22,12,1833,1613,Finance,Post-IPO,665,2022,37.7792588,-122.4193286,Aug
645,ContraFect,New York City,other,New York,USA,North America,16,15-Aug-22,37,43,27,Healthcare,Post-IPO,380,2022,40.7127281,-74.0060152,Aug
646,Sema4,Stamford,other,Connecticut,USA,North America,250,15-Aug-22,13,1923,1673,Healthcare,Post-IPO,791,2022,41.0534302,-73.5387341,Aug
647,AlayaCare,Montreal,other,Quebec,Canada,North America,80,16-Aug-22,14,571,491,Healthcare,Series D,293,2022,45.5031824,-73.5698065,Aug
648,Pliops,Tel Aviv,other,non,Israel,Asia,12,16-Aug-22,9,133,121,Data,Series D,205,2022,32.0852997,34.7818064,Aug
649,Woven,Indianapolis,other,Indiana,USA,North America,5,16-Aug-22,15,33,28,HR,Series A,11,2022,39.7683331,-86.1583502,Aug
650,Malwarebytes,Santa Clara,San Francisco Bay Area,California,USA,North America,125,17-Aug-22,14,893,768,Security,Series B,80,2022,37.354107,-121.955238,Aug
651,New Relic,San Francisco,San Francisco Bay Area,California,USA,North America,110,18-Aug-22,5,2200,2090,Infrastructure,Post-IPO,214,2022,37.7792588,-122.4193286,Aug
652,Wheel,Austin,other,Texas,USA,North America,35,18-Aug-22,17,206,171,Healthcare,Series C,215,2022,30.2711286,-97.7436995,Aug
653,Wayfair,Boston,other,Massachusetts,USA,North America,870,19-Aug-22,5,17400,16530,Retail,Post-IPO,,2022,42.3554334,-71.060511,Aug
654,Amperity,Seattle,Cascadia,Washington,USA,North America,13,20-Aug-22,3,433,420,Marketing,Series D,187,2022,47.6038321,-122.330062,Aug
655,NSO,Tel Aviv,other,non,Israel,Asia,100,21-Aug-22,14,714,614,Security,Seed,1,2022,32.0852997,34.7818064,Aug
656,Tufin,Boston,other,Massachusetts,USA,North America,55,21-Aug-22,10,550,495,Security,Acquired,21,2022,42.3554334,-71.060511,Aug
657,DataRobot,Boston,other,Massachusetts,USA,North America,242,23-Aug-22,26,930,688,Data,Series G,1000,2022,42.3554334,-71.060511,Aug
658,Packable,New York City,other,New York,USA,North America,138,23-Aug-22,20,690,552,Retail,Unknown,472,2022,40.7127281,-74.0060152,Aug
659,Plato,San Francisco,San Francisco Bay Area,California,USA,North America,29,23-Aug-22,50,58,29,HR,Seed,3,2022,37.7792588,-122.4193286,Aug
660,Q4,Toronto,other,Ontario,Canada,North America,50,23-Aug-22,8,625,575,Other,Series C,91,2022,43.6534817,-79.3839347,Aug
661,Skedulo,San Francisco,San Francisco Bay Area,California,USA,North America,31,23-Aug-22,8,388,357,HR,Series C,114,2022,37.7792588,-122.4193286,Aug
662,Tier Mobility,Berlin,other,Berlin,Germany,Europe,180,23-Aug-22,16,1125,945,Transportation,Series D,646,2022,52.5170365,13.3888599,Aug
663,Loop,Austin,other,Texas,USA,North America,15,24-Aug-22,20,75,60,Finance,Series A,24,2022,30.2711286,-97.7436995,Aug
664,Reali,San Mateo,San Francisco Bay Area,California,USA,North America,140,24-Aug-22,100,140,0,Real Estate,Series B,117,2022,37.496904,-122.3330573,Aug
665,Argyle,New York City,other,New York,USA,North America,20,26-Aug-22,7,286,266,Finance,Series B,78,2022,40.7127281,-74.0060152,Aug
666,54gene,Washington DC,other,District of Columbia,USA,North America,95,29-Aug-22,30,317,222,Healthcare,Series B,44,2022,38.8950368,-77.0365427,Aug
667,Immersive Labs,Bristol,other,England,UK,Europe,38,30-Aug-22,10,380,342,Security,Series C,123,2022,51.4538022,-2.5972985,Aug
668,Apartment List,San Francisco,San Francisco Bay Area,California,USA,North America,29,31-Aug-22,10,290,261,Real Estate,Series D,169,2022,37.7792588,-122.4193286,Aug
669,GoodRx,Los Angeles,other,California,USA,North America,140,31-Aug-22,16,875,735,Healthcare,Post-IPO,910,2022,34.0536909,-118.242766,Aug
670,Hippo Insurance,Palo Alto,San Francisco Bay Area,California,USA,North America,70,31-Aug-22,10,700,630,Finance,Post-IPO,1300,2022,37.4443293,-122.1598465,Aug
671,Smava,Berlin,other,Berlin,Germany,Europe,100,31-Aug-22,10,1000,900,Finance,Unknown,188,2022,52.5170365,13.3888599,Aug
672,Snap,Los Angeles,other,California,USA,North America,1280,31-Aug-22,20,6400,5120,Consumer,Post-IPO,4900,2022,34.0536909,-118.242766,Aug
673,TCR2,Boston,other,Massachusetts,USA,North America,30,31-Aug-22,20,150,120,Healthcare,Post-IPO,173,2022,42.3554334,-71.060511,Aug
674,2TM,Sao Paulo,other,State of São Paulo,Brazil,South America,100,01-Sep-22,15,667,567,Crypto,Unknown,250,2022,-23.5506507,-46.6333824,Sep
675,Innovaccer,San Francisco,San Francisco Bay Area,California,USA,North America,90,01-Sep-22,8,1125,1035,Healthcare,Series E,379,2022,37.7792588,-122.4193286,Sep
676,Urban Sports Club,Berlin,other,Berlin,Germany,Europe,55,01-Sep-22,15,367,312,Fitness,Unknown,95,2022,52.5170365,13.3888599,Sep
677,Kuda,Lagos,other,non,Nigeria,Africa,23,02-Sep-22,5,460,437,Finance,Series B,91,2022,6.4550575,3.3941795,Sep
678,Brave Care,Portland,Cascadia,Oregon,USA,North America,40,06-Sep-22,33,121,81,Healthcare,Series B,42,2022,45.5202471,-122.674194,Sep
679,Lawgeex,Tel Aviv,other,non,Israel,Asia,30,06-Sep-22,33,91,61,Legal,Series C,41,2022,32.0852997,34.7818064,Sep
680,Demandbase,San Francisco,San Francisco Bay Area,California,USA,North America,27,07-Sep-22,3,900,873,Sales,Series H,143,2022,37.7792588,-122.4193286,Sep
681,Intercom,San Francisco,San Francisco Bay Area,California,USA,North America,49,07-Sep-22,5,980,931,Support,Series D,240,2022,37.7792588,-122.4193286,Sep
682,Pendo,Raleigh,other,North Carolina,USA,North America,45,07-Sep-22,5,900,855,Product,Series F,469,2022,35.7803977,-78.6390989,Sep
683,Simple Feast,Copenhagen,other,non,Denmark,Europe,150,07-Sep-22,100,150,0,Food,Unknown,173,2022,55.6867243,12.5700724,Sep
684,Pomelo Fashion,Bangkok,other,non,Thailand,Asia,55,08-Sep-22,8,688,633,Retail,Unknown,120,2022,13.7524938,100.4935089,Sep
685,Compete,Tel Aviv,other,non,Israel,Asia,11,12-Sep-22,28,39,28,HR,Series A,17,2022,32.0852997,34.7818064,Sep
686,Checkout.com,London,other,England,UK,Europe,100,13-Sep-22,5,2000,1900,Finance,Series D,1800,2022,51.4893335,-0.144055085,Sep
687,Patreon,San Francisco,San Francisco Bay Area,California,USA,North America,80,13-Sep-22,17,471,391,Media,Series F,413,2022,37.7792588,-122.4193286,Sep
688,Rubius,Boston,other,Massachusetts,USA,North America,160,13-Sep-22,75,213,53,Healthcare,Post-IPO,445,2022,42.3554334,-71.060511,Sep
689,Taboola,New York City,other,New York,USA,North America,100,13-Sep-22,6,1667,1567,Marketing,Post-IPO,445,2022,40.7127281,-74.0060152,Sep
690,Infarm,Berlin,other,Berlin,Germany,Europe,50,14-Sep-22,5,1000,950,Other,Series D,604,2022,52.5170365,13.3888599,Sep
691,Pitch,Berlin,other,Berlin,Germany,Europe,59,14-Sep-22,30,197,138,Marketing,Series B,137,2022,52.5170365,13.3888599,Sep
692,Twilio,San Francisco,San Francisco Bay Area,California,USA,North America,800,14-Sep-22,11,7273,6473,Other,Post-IPO,614,2022,37.7792588,-122.4193286,Sep
693,Acast,Stockholm,other,non,Sweden,Europe,70,15-Sep-22,15,467,397,Media,Post-IPO,126,2024,59.3251172,18.0710935,Sep
694,LivePerson,New York City,other,New York,USA,North America,193,15-Sep-22,11,1755,1562,Support,Post-IPO,42,2022,40.7127281,-74.0060152,Sep
695,WorkRamp,San Carlos,San Francisco Bay Area,California,USA,North America,35,15-Sep-22,20,175,140,HR,Series C,67,2022,37.504936,-122.261823,Sep
696,Clear,Bengaluru,other,Karnataka,India,Asia,190,16-Sep-22,20,950,760,Finance,Series C,140,2022,12.98815675,77.62260004,Sep
697,TrueLayer,London,other,England,UK,Europe,40,16-Sep-22,10,400,360,Finance,Series E,271,2022,51.4893335,-0.144055085,Sep
698,Vesalius Therapeutics,Boston,other,Massachusetts,USA,North America,29,19-Sep-22,43,67,38,Healthcare,Series B,75,2022,42.3554334,-71.060511,Sep
